"gid","osm_id","class_id","source","target","length","reverse","maxspeed_forward","maxspeed_backward","priority","geom"
"138","34652319","104","403025835","11042701331","253.16465278372067","-1",,,"1.1","LINESTRING(126.6229816 45.7262408, 126.625014 45.7255284)"
"139","34652319","104","11042701331","403019463","197.12620860045052","-1",,,"1.1","LINESTRING(126.625014 45.7255284, 126.6266047 45.7249852)"
"140","34652386","106","6313177597","9911031883","69.86052809264584","-1",,,"1.2","LINESTRING(126.6102925 45.7312721, 126.6105662 45.7316663)"
"141","34652386","106","9911031883","9657776359","178.57484578011378","-1",,,"1.2","LINESTRING(126.6105662 45.7316663, 126.6112659 45.7326739)"
"142","34652386","106","9657776359","403112763","159.076806207432","-1",,,"1.2","LINESTRING(126.6112659 45.7326739, 126.6114879 45.7330764, 126.6117383 45.7336149)"
"143","34652411","106","403113540","6313177602","406.3233281078066","-1",,,"1.2","LINESTRING(126.6116114 45.7336557, 126.6111487 45.7331941, 126.6099167 45.7314057)"
"144","34652445","104","403113834","403112428","31.453959285711722","-1",,,"1.1","LINESTRING(126.6096049 45.7309526, 126.6094829 45.7307747)"
"145","34652445","104","403112428","6313177599","63.11968026938888","-1",,,"1.1","LINESTRING(126.6094829 45.7307747, 126.6092414 45.7304166)"
"146","34652445","104","6313177599","403113836","446.8130415819734","-1",,,"1.1","LINESTRING(126.6092414 45.7304166, 126.6081732 45.7288249, 126.6075643 45.7278712)"
"147","34652475","104","403114153","3967087991","330.3815213464342","-1",,,"1.1","LINESTRING(126.6077768 45.7278523, 126.6085111 45.7287171, 126.6092114 45.7296649)"
"148","34652475","104","3967087991","6313177600","118.60912219969755","-1",,,"1.1","LINESTRING(126.6092114 45.7296649, 126.6096532 45.7303417)"
"149","34652475","104","6313177600","6313177585","53.5863971216923","-1",,,"1.1","LINESTRING(126.6096532 45.7303417, 126.6098552 45.7306467)"
"150","34652475","104","6313177585","403112759","31.14691870136152","-1",,,"1.1","LINESTRING(126.6098552 45.7306467, 126.6099834 45.7308203)"
"151","34652748","104","403115591","9037857960","947.3963790268494","-1","40","40","1.1","LINESTRING(126.5981857 45.7353587, 126.5974997 45.7356825, 126.596748 45.735976, 126.5960484 45.7363039, 126.5932345 45.7373846, 126.5928945 45.7375065, 126.5927904 45.737535, 126.592707 45.7375479, 126.5926147 45.7375595, 126.5924652 45.7375639, 126.5923864 45.7375606, 126.5923012 45.7375562, 126.5922314 45.7375518, 126.5921595 45.7375438, 126.5921064 45.7375353, 126.5920386 45.7375224, 126.5919706 45.7375081, 126.5919123 45.7374926, 126.5918462 45.7374732, 126.5918066 45.7374567, 126.5917257 45.7374218, 126.5916237 45.7373762, 126.5915547 45.7373397, 126.5914687 45.7372861, 126.5913834 45.7372005, 126.5912871 45.7370972, 126.5911793 45.7369773, 126.5910092 45.7367934)"
"152","34652998","104","403117263","6312426024","697.592306062778","-1",,,"1.1","LINESTRING(126.5844283 45.7416835, 126.5844597 45.7417969, 126.584489 45.7418741, 126.5845551 45.7420285, 126.5848208 45.7423742, 126.5852365 45.7429121, 126.5857828 45.7435693, 126.586093 45.7439702, 126.587386 45.7455253)"
"153","34652998","104","6312426024","3967220919","1020.0015416189822","-1",,,"1.1","LINESTRING(126.587386 45.7455253, 126.5894904 45.7482109, 126.5901598 45.7490574, 126.5916863 45.7509607, 126.5918222 45.7511197)"
"154","34652998","104","3967220919","3967220921","99.70750616225867","-1",,,"1.1","LINESTRING(126.5918222 45.7511197, 126.5922357 45.7516741)"
"155","34653031","104","334304434","10963991873","12.987413842249214","-1",,,"1.1","LINESTRING(126.590751 45.757342, 126.5906974 45.7574143)"
"156","34653031","104","10963991873","403207351","430.57426941555457","-1",,,"1.1","LINESTRING(126.5906974 45.7574143, 126.5890505 45.7596353, 126.5889184 45.7598105)"
"157","34653071","104","9901576581","403115117","569.0160281573892","-1",,,"1.1","LINESTRING(126.584286 45.7418666, 126.5842427 45.7417256, 126.5842349 45.7415798, 126.58424 45.7414576, 126.5842535 45.7413392, 126.5842728 45.7412242, 126.5843019 45.7411314, 126.5843427 45.7410233, 126.5844055 45.7409079, 126.5844487 45.740826, 126.5844949 45.7407673, 126.5846329 45.7406135, 126.5847327 45.7405232, 126.5849315 45.740375, 126.5850841 45.7402862, 126.5852271 45.7402125, 126.5854173 45.740137, 126.5872618 45.7394174, 126.5873209 45.7393943)"
"158","34653071","104","403115117","403115120","1298.015313111566","-1",,,"1.1","LINESTRING(126.5873209 45.7393943, 126.5975448 45.7354812)"
"159","34653071","104","403115120","8299534915","616.0815476865216","-1",,,"1.1","LINESTRING(126.5975448 45.7354812, 126.5983016 45.7351839, 126.6023956 45.7336216)"
"160","34653133","105","403122092","334360317","255.90833668927462","-1",,,"1.2","LINESTRING(126.5852321 45.7592119, 126.5842083 45.7584742, 126.5840658 45.758272, 126.5840179 45.7581017, 126.5840517 45.7579251)"
"161","34653332","104","334360322","3967252757","145.0107947209015","-1",,,"1.1","LINESTRING(126.5886066 45.7609309, 126.5884182 45.7608557, 126.5877852 45.7607382, 126.5873911 45.7606172)"
"162","34653332","104","3967252757","403220285","288.33603031312236","-1",,,"1.1","LINESTRING(126.5873911 45.7606172, 126.5875016 45.7606461, 126.5871769 45.7604941, 126.5855931 45.7595522)"
"163","34656070","104","403196619","3485524447","1565.163779177771","-1",,,"1.1","LINESTRING(126.5747964 45.7681805, 126.5793368 45.7648161, 126.5826934 45.7623344, 126.5844202 45.7610299)"
"164","34656119","105","403196632","403198959","402.02638798618585","-1",,,"1.2","LINESTRING(126.5858813 45.7600867, 126.586575 45.7597238, 126.58689 45.7595583, 126.5871342 45.75942, 126.5872722 45.7592645, 126.5873112 45.7591558, 126.5873005 45.7589805, 126.5872333 45.7588398, 126.5871625 45.7587534, 126.5870563 45.7586867, 126.5869289 45.7586274, 126.586844 45.7586052, 126.5867201 45.7585756, 126.5865573 45.7585657, 126.5863874 45.7585854, 126.5862388 45.7586101)"
"214","34657509","104","403237764","403237766","217.48789047272786","-1",,,"1.1","LINESTRING(126.6374748 45.7856432, 126.638078 45.7858249, 126.6392885 45.786149)"
"165","34656131","105","403198959","3485522046","343.26119912001474","-1",,,"1.2","LINESTRING(126.5862388 45.7586101, 126.5860477 45.7587015, 126.5859344 45.7588077, 126.5858389 45.758946, 126.5858176 45.7590842, 126.5858318 45.7591929, 126.5858849 45.759304, 126.5859627 45.7594151, 126.5861043 45.759504, 126.5862529 45.7595633, 126.5864299 45.7596003, 126.5865962 45.7596028, 126.5867909 45.7595707, 126.587029 45.7594987, 126.587205 45.7593978, 126.5873096 45.7592964, 126.5873749 45.7591929)"
"166","34656272","108","403213446","403213449","103.28468719596971","-1",,,"1.4","LINESTRING(126.59563 45.7509586, 126.5948377 45.7512955)"
"167","34656272","108","403213449","677295355","46.78670967875467","-1",,,"1.4","LINESTRING(126.5948377 45.7512955, 126.5944535 45.7514144)"
"168","34656272","108","677295355","403211221","216.41083515714595","-1",,,"1.4","LINESTRING(126.5944535 45.7514144, 126.5927692 45.7520918)"
"169","34656443","104","403207346","3485522078","20.29084351515059","-1",,,"1.1","LINESTRING(126.588934 45.7608633, 126.5889878 45.7609848)"
"170","34656443","104","3485522078","5905870281","46.00824404651404","-1",,,"1.1","LINESTRING(126.5889878 45.7609848, 126.5891777 45.7612409)"
"171","34656443","104","5905870281","5905870283","240.3669794923782","-1",,,"1.1","LINESTRING(126.5891777 45.7612409, 126.5901178 45.7624204, 126.5902364 45.7625536)"
"172","34656443","104","5905870283","403208780","254.93258552202693","-1",,,"1.1","LINESTRING(126.5902364 45.7625536, 126.5914297 45.7639172)"
"173","34656443","104","403208780","4361620988","14.015944850085527","-1",,,"1.1","LINESTRING(126.5914297 45.7639172, 126.5914938 45.7639928)"
"174","34656443","104","4361620988","5905871211","125.03283979591713","-1",,,"1.1","LINESTRING(126.5914938 45.7639928, 126.5921054 45.76465)"
"175","34656443","104","5905871211","403226219","291.05199918200697","-1",,,"1.1","LINESTRING(126.5921054 45.76465, 126.5934254 45.7662244)"
"176","34656443","104","403226219","5901931859","378.31979072958455","-1",,,"1.1","LINESTRING(126.5934254 45.7662244, 126.5939644 45.7668724, 126.5941448 45.7670767, 126.5951903 45.7682501)"
"177","34656443","104","5901931859","5901931861","143.56362817550504","-1",,,"1.1","LINESTRING(126.5951903 45.7682501, 126.5958626 45.7690178)"
"178","34656443","104","5901931861","567877257","269.61568309517986","-1",,,"1.1","LINESTRING(126.5958626 45.7690178, 126.596731 45.7700217, 126.5971523 45.770447)"
"179","34656443","104","567877257","403226224","182.9337686982565","-1",,,"1.1","LINESTRING(126.5971523 45.770447, 126.5975836 45.7708825, 126.5980851 45.7713907)"
"180","34656443","104","403226224","403227045","16.075457611444033","-1",,,"1.1","LINESTRING(126.5980851 45.7713907, 126.5981855 45.7714631)"
"181","34656443","104","403227045","403227047","486.4124019335418","-1",,,"1.1","LINESTRING(126.5981855 45.7714631, 126.5986376 45.7718175, 126.5994336 45.7722307, 126.6015972 45.773354)"
"182","34656443","104","403227047","403227051","238.27789285236224","-1",,,"1.1","LINESTRING(126.6015972 45.773354, 126.6033746 45.7741859)"
"183","34656443","104","403227051","403227059","96.58051637868417","-1",,,"1.1","LINESTRING(126.6033746 45.7741859, 126.6041835 45.7744047)"
"184","34656443","104","403227059","403228431","277.0342311070347","-1",,,"1.1","LINESTRING(126.6041835 45.7744047, 126.6064906 45.7750555)"
"185","34656443","104","403228431","5938475747","698.129050907785","-1",,,"1.1","LINESTRING(126.6064906 45.7750555, 126.6106616 45.7762679, 126.6117988 45.7765984, 126.612305 45.7766835)"
"186","34656443","104","5938475747","5904084568","73.95994773790416","-1",,,"1.1","LINESTRING(126.612305 45.7766835, 126.6129619 45.7767529)"
"187","34656443","104","5904084568","2713902978","182.30371833726505","-1",,,"1.1","LINESTRING(126.6129619 45.7767529, 126.6145808 45.7769253)"
"188","34656443","104","2713902978","403228445","34.062222284900365","-1",,,"1.1","LINESTRING(126.6145808 45.7769253, 126.6148844 45.7769519)"
"189","34656443","104","403228445","9892846183","11.857740673436343","-1",,,"1.1","LINESTRING(126.6148844 45.7769519, 126.6149901 45.7769611)"
"190","34656443","104","9892846183","3455119962","193.10388138085304","-1",,,"1.1","LINESTRING(126.6149901 45.7769611, 126.6167112 45.7771122)"
"191","34656443","104","3455119962","403228450","323.4518286396332","-1",,,"1.1","LINESTRING(126.6167112 45.7771122, 126.6180747 45.7772386, 126.6195901 45.7773863)"
"192","34656443","104","403228450","8418799402","184.17525012991896","-1",,,"1.1","LINESTRING(126.6195901 45.7773863, 126.620798 45.7775301, 126.6210337 45.7776303, 126.6211579 45.7776927)"
"193","34656443","104","8418799402","403228462","58.30487782058738","-1",,,"1.1","LINESTRING(126.6211579 45.7776927, 126.6212957 45.7778084, 126.6214444 45.7779966)"
"194","34656480","104","403124269","403207351","240.39235077191438","-1",,,"1.1","LINESTRING(126.5882794 45.7584825, 126.5881588 45.7587506, 126.5881508 45.7588629, 126.5881615 45.7589658, 126.588199 45.75908, 126.5882742 45.7592072, 126.5883788 45.759342, 126.588478 45.7594262, 126.5885638 45.7594917, 126.5886953 45.7595983, 126.5888052 45.75969, 126.5889184 45.7598105)"
"195","34656657","104","8096747525","2191083488","205.19250604293893","-1",,,"1.1","LINESTRING(126.5923928 45.7528103, 126.5915315 45.7539474)"
"196","34656657","104","2191083488","2191083322","16.016190803432547","-1",,,"1.1","LINESTRING(126.5915315 45.7539474, 126.5914669 45.7540371)"
"197","34656657","104","2191083322","403211238","248.6514098104332","-1",,,"1.1","LINESTRING(126.5914669 45.7540371, 126.5904652 45.7554301)"
"198","34656657","104","403211238","334304433","264.31191580711015","-1",,,"1.1","LINESTRING(126.5904652 45.7554301, 126.5894387 45.7569239)"
"199","34656657","104","334304433","403124269","280.1719505656055","-1",,,"1.1","LINESTRING(126.5894387 45.7569239, 126.5882794 45.7584825)"
"200","34657100","108","4361620890","677295354","216.70977633098624","-1",,,"1.4","LINESTRING(126.5926994 45.7520248, 126.5943799 45.7513391)"
"201","34657100","108","677295354","403222083","150.7850702873201","-1",,,"1.4","LINESTRING(126.5943799 45.7513391, 126.5955658 45.7508824)"
"202","34657100","108","403222083","9910961001","157.70578479154216","-1",,,"1.4","LINESTRING(126.5955658 45.7508824, 126.5968038 45.7504018)"
"203","34657100","108","9910961001","403222084","146.23941590215514","-1",,,"1.4","LINESTRING(126.5968038 45.7504018, 126.596813 45.7503982, 126.5979355 45.7499363)"
"204","34657184","108","1371263874","4964161499","105.71733530839794","1",,,"1.4","LINESTRING(126.6018857 45.7481956, 126.6026601 45.747812)"
"205","34657184","108","4964161499","4964161485","36.629532488096594","1",,,"1.4","LINESTRING(126.6026601 45.747812, 126.6029327 45.7476834)"
"206","34657184","108","4964161485","4964161495","63.541195680344686","1",,,"1.4","LINESTRING(126.6029327 45.7476834, 126.6033942 45.747449)"
"207","34657184","108","4964161495","403222927","163.1829140873673","1",,,"1.4","LINESTRING(126.6033942 45.747449, 126.6042317 45.747062, 126.6046164 45.7468842)"
"208","34657184","108","403222927","4964161489","86.21157818320586","1",,,"1.4","LINESTRING(126.6046164 45.7468842, 126.6052458 45.7465693)"
"209","34657184","108","4964161489","5755083486","109.38813975971868","1",,,"1.4","LINESTRING(126.6052458 45.7465693, 126.6060607 45.7461861)"
"210","34657184","108","5755083486","403222930","95.2619958742981","1",,,"1.4","LINESTRING(126.6060607 45.7461861, 126.6067724 45.7458545)"
"211","34657509","104","3496510785","4361621027","337.44573305499534","-1",,,"1.1","LINESTRING(126.6304622 45.783267, 126.6317514 45.7837411, 126.6331404 45.7842572)"
"212","34657509","104","4361621027","403237761","244.13766529353438","-1",,,"1.1","LINESTRING(126.6331404 45.7842572, 126.6350852 45.7849641)"
"213","34657509","104","403237761","403237764","287.26239378367336","-1",,,"1.1","LINESTRING(126.6350852 45.7849641, 126.6369249 45.7854944, 126.6374748 45.7856432)"
"215","34657509","104","403237766","3050121104","248.46361732609688","-1",,,"1.1","LINESTRING(126.6392885 45.786149, 126.6401923 45.7864698, 126.6411894 45.7869574)"
"216","34657509","104","3050121104","403237773","263.2600832499294","-1",,,"1.1","LINESTRING(126.6411894 45.7869574, 126.6430612 45.7879653)"
"217","34657509","104","403237773","403237683","190.85538220207735","-1",,,"1.1","LINESTRING(126.6430612 45.7879653, 126.6438248 45.7883297, 126.6444487 45.7886667)"
"218","34657514","104","334360346","334360341","223.30499349712926","-1",,,"1.1","LINESTRING(126.6212755 45.778058, 126.6211688 45.7778954, 126.6208516 45.7777073, 126.6206015 45.7776457, 126.6195419 45.7775525)"
"219","34657514","104","334360341","3456769496","81.72879802677166","-1",,,"1.1","LINESTRING(126.6195419 45.7775525, 126.6188171 45.7774709)"
"220","34657514","104","3456769496","3456769495","64.7891638869911","-1",,,"1.1","LINESTRING(126.6188171 45.7774709, 126.618243 45.7774042)"
"221","34657514","104","3456769495","334360339","175.73647596082094","-1",,,"1.1","LINESTRING(126.618243 45.7774042, 126.6166855 45.7772245)"
"222","34657514","104","334360339","9892846182","194.13848038185603","-1",,,"1.1","LINESTRING(126.6166855 45.7772245, 126.6163821 45.7772001, 126.6149529 45.7770858)"
"223","34657514","104","9892846182","334360338","10.856644593020699","-1",,,"1.1","LINESTRING(126.6149529 45.7770858, 126.614856 45.7770781)"
"224","34657514","104","334360338","2713902976","34.94043761127193","-1",,,"1.1","LINESTRING(126.614856 45.7770781, 126.6145436 45.7770569)"
"225","34657514","104","2713902976","3455212946","499.31624044239146","-1",,,"1.1","LINESTRING(126.6145436 45.7770569, 126.6117521 45.7767385, 126.6102159 45.7763056)"
"226","34657514","104","3455212946","3455211513","152.6011316745122","-1",,,"1.1","LINESTRING(126.6102159 45.7763056, 126.6094093 45.7760783, 126.6089449 45.7759474)"
"227","34657514","104","3455211513","334360334","306.44981926810846","-1",,,"1.1","LINESTRING(126.6089449 45.7759474, 126.6064092 45.7751999)"
"228","34657514","104","334360334","567877248","277.0822888488352","-1",,,"1.1","LINESTRING(126.6064092 45.7751999, 126.605377 45.7749095, 126.6041082 45.774538)"
"229","34657514","104","567877248","334360330","340.84307527859","-1",,,"1.1","LINESTRING(126.6041082 45.774538, 126.6032407 45.7742803, 126.6024519 45.7739364, 126.6014737 45.7734653)"
"230","34657514","104","334360330","9657825018","266.83354158332077","-1",,,"1.1","LINESTRING(126.6014737 45.7734653, 126.6011105 45.7732781, 126.5995459 45.7724717)"
"231","34657514","104","9657825018","334360329","229.91038262453083","-1",,,"1.1","LINESTRING(126.5995459 45.7724717, 126.5983849 45.7718733, 126.5979289 45.7715785)"
"232","34657514","104","334360329","2168403093","16.664202066494695","-1",,,"1.1","LINESTRING(126.5979289 45.7715785, 126.5978355 45.7714969)"
"233","34657514","104","2168403093","3967252774","859.27701174118","-1",,,"1.1","LINESTRING(126.5978355 45.7714969, 126.5969206 45.7705329, 126.5965292 45.7701291, 126.5960303 45.7695638, 126.5940286 45.767296, 126.5937173 45.7669437)"
"234","34657514","104","3967252774","4361621038","529.0589853020058","-1",,,"1.1","LINESTRING(126.5937173 45.7669437, 126.5922271 45.7652581, 126.5912763 45.7640995)"
"235","34657514","104","4361621038","334304160","15.828126664532324","-1",,,"1.1","LINESTRING(126.5912763 45.7640995, 126.5912057 45.7640134)"
